,season,season_elo,team_id
27585,1991,1806.40664267,1104
31716,1992,1801.33490584,1104
35663,1993,1752.00370806,1104
39733,1994,1745.05952335,1104
43806,1995,1800.08545007,1104
47891,1996,1710.48304581,1104
52078,1997,1697.66175433,1104
56231,1998,1690.62598503,1104
60448,1999,1671.46007855,1104
64946,2000,1646.1217357,1104
69436,2001,1756.65297491,1104
74045,2002,1851.38188429,1104
78601,2003,1837.47536026,1104
83183,2004,1858.76070922,1104
87888,2005,1935.55266725,1104
92618,2006,1856.30316397,1104
97610,2007,1795.04621488,1104
102827,2008,1778.54261148,1104
108093,2009,1770.97817396,1104
113332,2010,1771.31158268,1104
118613,2011,1807.94309597,1104
123827,2012,1848.26756996,1104
129181,2013,1831.71833596,1104
134458,2014,1752.31472618,1104
139799,2015,1777.56049959,1104
145228,2016,1773.12730754,1104
150658,2017,1793.19956744,1104
64640,2000,1450.16185291,1105
69196,2001,1401.65750778,1105
73984,2002,1418.41832019,1105
78414,2003,1266.51515834,1105
83211,2004,1221.87703676,1105
87904,2005,1294.63050242,1105
92555,2006,1281.01583774,1105
97452,2007,1176.98290409,1105
102758,2008,1199.93008473,1105
107981,2009,1123.56960042,1105
113276,2010,1109.59918542,1105
118514,2011,1138.891655,1105
123765,2012,1076.17420589,1105
129167,2013,1064.44845807,1105
134519,2014,1121.35603319,1105
139829,2015,1089.6997556,1105
145147,2016,1102.82855248,1105
150367,2017,980.115503191,1105
3564,1985,1447.12116006,1106
7469,1986,1376.26564086,1106
11288,1987,1374.41643539,1106
15309,1988,1285.35232129,1106
19381,1989,1327.31664838,1106
23359,1990,1339.5476187,1106
27322,1991,1391.18908735,1106
31143,1992,1359.27571756,1106
35599,1993,1359.45475756,1106
39694,1994,1416.1897573,1106
43671,1995,1343.65110408,1106
47874,1996,1201.8465601,1106
52012,1997,1180.67208165,1106
56245,1998,1207.83620562,1106
60395,1999,1228.04737015,1106
64935,2000,1253.81255591,1106
69464,2001,1397.78439309,1106
74023,2002,1381.697087,1106
78532,2003,1323.01069439,1106
83211,2004,1329.81557442,1106
87904,2005,1294.12323713,1106
92565,2006,1248.53306663,1106
97578,2007,1191.73780728,1106
102821,2008,1315.87827401,1106
108100,2009,1382.55024678,1106
113322,2010,1320.2504388,1106
118605,2011,1288.9796479,1106
123774,2012,1194.25878875,1106
129095,2013,1112.10137138,1106
134529,2014,1182.97561718,1106
139877,2015,1253.21367473,1106
145204,2016,1212.60812566,1106
150512,2017,1089.41825755,1106
64625,2000,1326.15690276,1107
69097,2001,1186.0363329,1107
73779,2002,1148.3062139,1107
78507,2003,1110.82875745,1107
82932,2004,1093.79409857,1107
87629,2005,1240.92487383,1107
92643,2006,1406.63761109,1107
97686,2007,1472.50371434,1107
102589,2008,1414.81770673,1107
107949,2009,1347.51984048,1107
113158,2010,1242.97226738,1107
118402,2011,1319.45234145,1107
123705,2012,1384.81852396,1107
129179,2013,1441.10346585,1107
134537,2014,1434.45602226,1107
139890,2015,1485.70271211,1107
144840,2016,1532.37866077,1107
150674,2017,1508.51671033,1107
3726,1985,1596.09934131,1108
7500,1986,1563.58765668,1108
11292,1987,1366.50197455,1108
15342,1988,1324.40184942,1108
19332,1989,1211.35429881,1108
23394,1990,1204.93585016,1108
27334,1991,1219.23886854,1108
31204,1992,1288.28192257,1108
35654,1993,1261.44747389,1108
39706,1994,1177.48364368,1108
43370,1995,1149.93538506,1108
47392,1996,1190.19369115,1108
52060,1997,1241.90427945,1108
56192,1998,1228.88016181,1108
60502,1999,1433.63389618,1108
64974,2000,1452.04517131,1108
69464,2001,1380.82622753,1108
74023,2002,1433.89773047,1108
78657,2003,1320.75823622,1108
83174,2004,1213.79741651,1108
87703,2005,1106.00393917,1108
92588,2006,1107.23076853,1108
97638,2007,1108.43486633,1108
102634,2008,1066.14211838,1108
107903,2009,1010.00693853,1108
113085,2010,921.55547223,1108
118409,2011,925.774091291,1108
123854,2012,997.091515046,1108
129117,2013,1028.28049078,1108
134434,2014,1056.25780059,1108
139782,2015,1002.40986707,1108
145136,2016,1103.16317316,1108
150671,2017,1202.07753936,1108
3457,1985,1217.93350678,1109
7246,1986,1197.15395119,1109
11145,1987,1224.14505648,1109
14847,1988,1253.6599216,1109
19047,1989,1253.50101337,1109
23198,1990,1307.78214222,1109
27468,1991,1161.53039862,1109
3661,1985,1394.26918259,1110
7263,1986,1358.33192865,1110
11203,1987,1367.90149195,1110
15209,1988,1419.33928711,1110
19178,1989,1448.18129988,1110
23316,1990,1517.89612381,1110
27450,1991,1469.68184672,1110
31583,1992,1454.58763222,1110
35553,1993,1445.39386133,1110
39531,1994,1364.68742353,1110
43702,1995,1356.65756351,1110
47712,1996,1402.77001003,1110
51921,1997,1392.33728217,1110
56082,1998,1376.2193416,1110
60205,1999,1312.18907484,1110
64764,2000,1350.942184,1110
68905,2001,1312.41614996,1110
73994,2002,1368.79435469,1110
78612,2003,1421.71019487,1110
83231,2004,1425.26883874,1110
87726,2005,1402.59136867,1110
92479,2006,1338.78060324,1110
97530,2007,1373.51465046,1110
102810,2008,1438.47361246,1110
108063,2009,1537.51016537,1110
113198,2010,1362.77214525,1110
118442,2011,1419.64732619,1110
123622,2012,1444.05359522,1110
128783,2013,1309.16923956,1110
134400,2014,1457.56453254,1110
139765,2015,1419.81277394,1110
145078,2016,1320.77028842,1110
150199,2017,1251.2180094,1110
3415,1985,1460.20695553,1111
7251,1986,1444.4517811,1111
11122,1987,1338.03495922,1111
15099,1988,1392.81119529,1111
19141,1989,1480.30176692,1111
23300,1990,1521.62445262,1111
27435,1991,1478.50731295,1111
31499,1992,1474.42881684,1111
35441,1993,1432.33521777,1111
39477,1994,1459.20609787,1111
43680,1995,1358.09950681,1111
47692,1996,1287.48334601,1111
51878,1997,1393.97901441,1111
56119,1998,1480.1286644,1111
60339,1999,1531.24201565,1111
64841,2000,1586.75959755,1111
69174,2001,1361.49170947,1111
73681,2002,1315.11395498,1111
78323,2003,1419.05204197,1111
82854,2004,1344.67250523,1111
87594,2005,1431.654511,1111
92399,2006,1419.43685095,1111
97395,2007,1582.08228537,1111
102654,2008,1528.98090433,1111
107837,2009,1437.02155291,1111
113227,2010,1533.4269884,1111
118428,2011,1472.56855241,1111
123674,2012,1393.57944279,1111
129014,2013,1386.85249947,1111
134232,2014,1252.74628131,1111
139601,2015,1299.54970572,1111
144958,2016,1290.1711298,1111
150538,2017,1279.41735452,1111
3706,1985,1610.68838414,1112
7514,1986,1683.82091896,1112
11375,1987,1698.25017335,1112
15382,1988,1870.49598949,1112
19421,1989,1970.56916805,1112
23464,1990,1962.70749759,1112
27560,1991,1945.7717264,1112
31710,1992,1963.94623612,1112
35668,1993,1992.74034783,1112
39730,1994,2006.98693038,1112
43805,1995,1990.86159311,1112
47931,1996,1971.95777524,1112
52088,1997,1939.75053454,1112
56256,1998,2044.67990733,1112
60480,1999,1999.8990344,1112
64998,2000,1991.30574835,1112
69465,2001,2031.33097895,1112
74024,2002,2004.66181128,1112
78596,2003,2065.69295096,1112
83208,2004,1981.28226991,1112
87902,2005,1991.55387459,1112
92638,2006,1905.15050211,1112
97629,2007,1898.78146535,1112
102792,2008,1861.99831439,1112
108010,2009,1861.19694774,1112
113313,2010,1801.35179606,1112
118626,2011,1875.96618957,1112
123858,2012,1884.75074269,1112
129171,2013,1905.44950873,1112
134555,2014,2000.72047143,1112
139891,2015,2094.8161636,1112
145240,2016,2053.14119131,1112
150652,2017,2074.56456226,1112
3706,1985,1449.91676937,1113
7514,1986,1463.08322569,1113
11386,1987,1474.4795435,1113
15312,1988,1479.62284836,1113
19351,1989,1470.95369232,1113
23459,1990,1526.91609064,1113
27561,1991,1656.44832803,1113
31709,1992,1649.07973093,1113
35669,1993,1712.26422967,1113
39730,1994,1716.2695911,1113
43805,1995,1797.13859546,1113
47951,1996,1661.99386374,1113
52107,1997,1559.08196634,1113
56276,1998,1629.38840956,1113
60497,1999,1643.46979012,1113
65016,2000,1748.02334963,1113
69483,2001,1723.83938263,1113
73934,2002,1725.58973604,1113
78584,2003,1824.66638428,1113
83053,2004,1697.2827311,1113
87846,2005,1729.10598153,1113
92541,2006,1659.06562107,1113
97591,2007,1590.56741063,1113
102799,2008,1730.7457116,1113
108114,2009,1869.21645568,1113
113307,2010,1864.68151426,1113
118502,2011,1721.97454035,1113
123762,2012,1608.54138683,1113
129128,2013,1684.64481059,1113
134484,2014,1761.5359085,1113
139784,2015,1764.35056523,1113
145141,2016,1725.82952892,1113
150588,2017,1694.33622871,1113
3575,1985,1532.57298093,1114
7353,1986,1601.5257848,1114
11354,1987,1580.47509325,1114
15347,1988,1608.43268511,1114
19324,1989,1686.30339575,1114
23376,1990,1662.32310112,1114
27503,1991,1474.08990163,1114
31555,1992,1495.3151962,1114
35542,1993,1509.15253588,1114
39590,1994,1490.48040987,1114
43712,1995,1565.65905469,1114
47837,1996,1662.71644344,1114
51961,1997,1607.56487694,1114
56135,1998,1529.50542064,1114
60266,1999,1465.1162992,1114
64817,2000,1321.88918737,1114
69274,2001,1436.80402824,1114
73901,2002,1505.43609201,1114
78496,2003,1510.33491878,1114
83087,2004,1536.1595294,1114
87645,2005,1545.13270068,1114
92499,2006,1485.56010594,1114
97322,2007,1409.10078087,1114
102718,2008,1460.55375843,1114
107960,2009,1542.69034395,1114
113089,2010,1383.76917535,1114
118466,2011,1442.60990648,1114
123711,2012,1451.43826099,1114
128934,2013,1443.19524913,1114
134494,2014,1410.85001011,1114
139827,2015,1394.03551397,1114
145284,2016,1584.80050705,1114
150540,2017,1444.82293831,1114
60209,1999,1200.60333357,1115
64640,2000,1141.86766781,1115
69252,2001,1041.86059229,1115
73804,2002,983.85056721,1115
78428,2003,981.685883085,1115
83001,2004,921.823969456,1115
87797,2005,963.81075294,1115
92657,2006,1116.00037295,1115
97660,2007,1164.5479663,1115
102829,2008,1164.53004229,1115
108062,2009,1206.60879877,1115
113360,2010,1274.54383961,1115
118511,2011,1136.19779137,1115
123840,2012,1128.77669236,1115
128516,2013,1205.71260117,1115
134433,2014,1158.39920925,1115
139568,2015,1146.83353715,1115
145108,2016,1064.96830794,1115
150392,2017,1002.65770848,1115
3736,1985,1592.98322417,1116
7479,1986,1520.18068027,1116
11338,1987,1591.16795519,1116
15355,1988,1691.45092572,1116
19422,1989,1787.40391604,1116
23465,1990,1850.4620768,1116
27586,1991,1957.55307317,1116
31685,1992,1944.90727752,1116
35678,1993,1888.14609002,1116
39738,1994,1961.42499234,1116
43833,1995,1927.6430479,1116
47939,1996,1823.08167439,1116
52058,1997,1775.93969535,1116
56263,1998,1826.92043366,1116
60505,1999,1845.42736207,1116
65022,2000,1819.18686309,1116
69477,2001,1837.76623511,1116
73970,2002,1782.41382526,1116
78575,2003,1667.16951493,1116
83160,2004,1675.75544914,1116
87838,2005,1719.81869626,1116
92612,2006,1844.71400627,1116
97705,2007,1849.28446162,1116
102868,2008,1856.30428179,1116
108021,2009,1728.46639915,1116
113282,2010,1691.20252378,1116
118551,2011,1698.7613336,1116
123793,2012,1667.97994889,1116
129133,2013,1743.44389464,1116
134481,2014,1789.57965081,1116
139916,2015,1875.82285558,1116
145165,2016,1781.75764393,1116
150678,2017,1853.45545258,1116
3604,1985,1469.21135617,1117
7395,1986,1506.9245615,1117
11317,1987,1572.68387096,1117
15154,1988,1594.76656493,1117
19198,1989,1638.06757868,1117
23192,1990,1577.38980137,1117
27374,1991,1641.65185547,1117
31455,1992,1615.30637552,1117
35579,1993,1632.87770573,1117
39530,1994,1589.31391568,1117
43585,1995,1411.19229619,1117
47674,1996,1395.58408694,1117
51817,1997,1443.99869821,1117
56051,1998,1554.70347206,1117
60372,1999,1637.17546623,1117
64854,2000,1510.27013697,1117
69345,2001,1466.0020837,1117
73841,2002,1472.62642757,1117
78353,2003,1473.73605777,1117
82954,2004,1497.23584957,1117
87641,2005,1467.72744176,1117
92377,2006,1438.34392532,1117
97560,2007,1465.0646784,1117
102499,2008,1362.69161828,1117
107730,2009,1354.20005688,1117
113214,2010,1430.93103082,1117
118430,2011,1458.14941243,1117
123717,2012,1436.44203593,1117
129029,2013,1503.30303057,1117
134541,2014,1500.79905299,1117
139688,2015,1352.84333705,1117
144958,2016,1289.98023239,1117
150541,2017,1431.33817936,1117
11065,1987,1282.90428284,1118
3545,1985,1509.21637789,1119
7183,1986,1387.40856662,1119
11241,1987,1409.77248268,1119
15057,1988,1312.76335415,1119
19098,1989,1355.92716586,1119
23232,1990,1327.38334383,1119
27265,1991,1233.74993952,1119
31486,1992,1157.29096705,1119
35364,1993,1105.12928622,1119
39485,1994,1122.97329747,1119
43701,1995,1146.9316997,1119
47806,1996,1086.30272437,1119
51847,1997,1120.18281644,1119
56068,1998,1074.80614045,1119
60241,1999,1060.96445434,1119
64780,2000,1035.26721646,1119
69253,2001,1080.7701599,1119
73758,2002,1151.79094934,1119
78411,2003,1057.83386523,1119
82953,2004,1015.32610538,1119
87602,2005,965.682762361,1119
92346,2006,945.310388292,1119
97521,2007,1118.84419606,1119
102672,2008,1232.02885888,1119
107918,2009,1266.81344016,1119
112986,2010,1269.4829997,1119
118201,2011,1213.31640592,1119
123454,2012,1215.81258621,1119
128912,2013,1343.2483924,1119
134254,2014,1357.70528614,1119
139461,2015,1320.48286597,1119
145076,2016,1354.60573833,1119
150265,2017,1331.8038666,1119
3708,1985,1576.77547981,1120
7429,1986,1646.82547641,1120
11393,1987,1683.78185294,1120
15323,1988,1706.01893884,1120
19337,1989,1546.54539351,1120
23441,1990,1579.24754272,1120
27559,1991,1572.34045774,1120
31481,1992,1609.65598954,1120
35623,1993,1672.55509491,1120
39693,1994,1674.98843295,1120
43781,1995,1697.43760978,1120
47914,1996,1678.1553848,1120
52062,1997,1648.02367598,1120
56187,1998,1650.81398564,1120
60489,1999,1880.51800416,1120
65022,2000,1847.2407663,1120
69416,2001,1797.24335551,1120
73943,2002,1712.69415851,1120
78646,2003,1752.1548707,1120
83144,2004,1743.8642027,1120
87867,2005,1677.00209947,1120
92600,2006,1657.43608941,1120
97606,2007,1701.11050632,1120
102804,2008,1668.83181109,1120
108113,2009,1801.96047669,1120
113280,2010,1721.79328563,1120
118523,2011,1603.66733276,1120
123800,2012,1618.24965531,1120
129075,2013,1566.10962949,1120
134423,2014,1608.11875504,1120
139902,2015,1628.66484843,1120
145146,2016,1577.29698959,1120
150526,2017,1673.45311286,1120
3402,1985,1345.82808907,1121
7388,1986,1327.909717,1121
11066,1987,1247.54861431,1121
15080,1988,1251.19722406,1121
19093,1989,1185.10243634,1121
23165,1990,1163.49911954,1121
27346,1991,1283.23937069,1121
3419,1985,1374.76368738,1122
7360,1986,1407.81960092,1122
11394,1987,1509.5372102,1122
15277,1988,1543.80463576,1122
19339,1989,1560.01032038,1122
23311,1990,1456.50534877,1122
27384,1991,1470.88137063,1122
31476,1992,1380.20890275,1122
35414,1993,1312.41274861,1122
39461,1994,1321.16904583,1122
43639,1995,1359.1596657,1122
47697,1996,1495.49329539,1122
51889,1997,1490.67594832,1122
56067,1998,1453.47275391,1122
60113,1999,1390.03593518,1122
64627,2000,1454.46445919,1122
69222,2001,1488.952245,1122
73741,2002,1427.28167315,1122
78385,2003,1505.89186641,1122
83002,2004,1559.70354777,1122
87643,2005,1454.67899756,1122
92254,2006,1445.54430506,1122
97439,2007,1500.45798119,1122
102586,2008,1541.99577524,1122
107862,2009,1486.95902112,1122
112963,2010,1448.8635103,1122
118308,2011,1472.74197275,1122
123471,2012,1399.52270581,1122
128590,2013,1255.53781538,1122
133918,2014,1242.59667161,1122
139368,2015,1197.36720563,1122
144961,2016,1320.66013176,1122
150016,2017,1283.95538843,1122
3616,1985,1501.77909047,1123
7485,1986,1578.97916601,1123
11136,1987,1451.94025114,1123
15268,1988,1419.02807487,1123
19423,1989,1634.36002052,1123
23466,1990,1694.38174043,1123
27580,1991,1636.50679668,1123
31717,1992,1656.97356113,1123
35670,1993,1669.93682623,1123
39656,1994,1609.1769248,1123
43740,1995,1632.57570904,1123
47902,1996,1596.69457361,1123
51980,1997,1544.49965236,1123
56151,1998,1633.31136198,1123
60273,1999,1579.27703247,1123
64896,2000,1658.32618426,1123
69445,2001,1640.12303682,1123
73987,2002,1663.16525854,1123
78511,2003,1557.72404034,1123
83150,2004,1552.17700806,1123
87752,2005,1573.84393201,1123
92508,2006,1494.06023768,1123
97572,2007,1429.71352932,1123
102736,2008,1370.80012894,1123
108067,2009,1411.49594435,1123
113204,2010,1422.21350068,1123
118579,2011,1482.05574273,1123
123724,2012,1450.1186807,1123
129060,2013,1436.98937053,1123
134384,2014,1311.93243652,1123
139731,2015,1271.25168375,1123
145097,2016,1435.84395851,1123
150606,2017,1512.22553075,1123
3705,1985,1442.04448153,1124
7131,1986,1394.43091998,1124
11420,1987,1505.06257416,1124
15387,1988,1637.21835089,1124
19236,1989,1406.08272443,1124
23443,1990,1509.93147065,1124
27551,1991,1506.6145893,1124
31679,1992,1519.77375847,1124
35659,1993,1549.87998874,1124
39680,1994,1558.72313316,1124
43667,1995,1443.86439348,1124
47892,1996,1425.79381957,1124
52035,1997,1565.21842988,1124
56237,1998,1609.66914717,1124
60432,1999,1466.17782439,1124
64973,2000,1508.64918034,1124
69485,2001,1634.13786812,1124
73950,2002,1594.26994935,1124
78592,2003,1612.46452138,1124
83010,2004,1515.25641813,1124
87812,2005,1451.20608319,1124
92559,2006,1525.74382185,1124
97680,2007,1582.99636801,1124
102763,2008,1707.60438214,1124
108107,2009,1756.55433143,1124
113331,2010,1896.84502051,1124
118500,2011,1809.64497139,1124
123866,2012,1933.21332659,1124
129114,2013,1905.81977616,1124
134542,2014,1917.48997389,1124
139860,2015,1959.46874368,1124
145227,2016,1926.8598861,1124
150570,2017,1987.31497391,1124
64330,2000,1342.63330141,1125
68791,2001,1326.32866872,1125
73687,2002,1295.91939041,1125
78329,2003,1397.45416371,1125
82945,2004,1495.66917045,1125
87615,2005,1451.41296759,1125
92391,2006,1510.91524785,1125
97423,2007,1552.70771591,1125
102588,2008,1588.37639309,1125
107805,2009,1514.44360761,1125
113029,2010,1503.33425286,1125
118325,2011,1662.94380393,1125
123585,2012,1699.98485274,1125
128907,2013,1747.62256413,1125
134271,2014,1679.53026627,1125
139604,2015,1623.62234354,1125
144929,2016,1567.13154105,1125
150328,2017,1599.59548524,1125
3692,1985,1323.77237018,1126
7470,1986,1243.71484879,1126
11357,1987,1240.07067123,1126
14877,1988,1225.80200739,1126
19142,1989,1259.78287768,1126
23155,1990,1234.57180086,1126
27270,1991,1112.1422011,1126
31435,1992,1060.7943815,1126
35365,1993,1033.92561621,1126
39658,1994,1104.92587124,1126
43527,1995,1185.53503138,1126
47643,1996,1180.51468805,1126
52055,1997,1209.50887414,1126
56152,1998,1040.38365647,1126
60427,1999,1141.91300958,1126
64985,2000,1253.07947859,1126
69371,2001,1142.1368095,1126
73948,2002,1163.55316295,1126
78547,2003,1127.83774734,1126
83101,2004,1085.38185885,1126
87781,2005,1120.25654798,1126
92563,2006,1187.68632909,1126
97557,2007,1114.05119802,1126
102725,2008,1104.73723231,1126
108036,2009,1174.72831865,1126
113249,2010,1188.94683629,1126
118586,2011,1255.62173592,1126
123870,2012,1273.54219685,1126
129153,2013,1248.48684066,1126
134387,2014,1141.68247518,1126
139745,2015,1119.98788387,1126
145199,2016,1163.7674422,1126
150527,2017,1115.46674798,1126
73583,2002,1306.8964258,1127
78194,2003,1323.12161325,1127
82992,2004,1314.35070412,1127
87747,2005,1346.53331954,1127
92505,2006,1393.00793082,1127
97424,2007,1344.85882419,1127
102661,2008,1345.44744333,1127
108101,2009,1448.71542309,1127
112926,2010,1348.20316239,1127
118420,2011,1236.22900723,1127
123664,2012,1097.11219997,1127
128986,2013,1005.20344319,1127
134281,2014,1052.12822569,1127
139504,2015,1069.00936579,1127
144851,2016,1124.19871684,1127
150252,2017,1149.80421483,1127
78022,2003,1455.21864698,1128
82653,2004,1462.80118403,1128
87587,2005,1389.06527293,1128
92239,2006,1384.98631019,1128
3619,1985,1504.60682036,1129
7452,1986,1447.69574911,1129
11313,1987,1579.50801535,1129
15286,1988,1686.58072985,1129
19402,1989,1698.53121915,1129
23294,1990,1477.21099674,1129
27506,1991,1523.30717469,1129
31632,1992,1491.75926507,1129
35632,1993,1568.17440282,1129
39731,1994,1555.12859769,1129
43748,1995,1545.76778957,1129
47930,1996,1524.06629997,1129
52076,1997,1567.71484198,1129
56227,1998,1570.88894989,1129
60491,1999,1647.9915112,1129
64834,2000,1572.1393621,1129
69463,2001,1551.19418271,1129
73973,2002,1528.81903186,1129
78587,2003,1520.32356989,1129
83205,2004,1652.91007696,1129
87900,2005,1546.31548288,1129
92569,2006,1525.79578307,1129
97670,2007,1567.45437319,1129
102849,2008,1658.12477044,1129
108034,2009,1598.14476538,1129
113315,2010,1548.81364827,1129
118625,2011,1619.52715692,1129
123811,2012,1567.79880608,1129
129072,2013,1691.95045682,1129
134514,2014,1707.72338433,1129
139888,2015,1799.78532163,1129
145162,2016,1761.67605515,1129
150590,2017,1709.93120729,1129
3667,1985,1575.02213047,1130
7442,1986,1538.38346151,1130
11355,1987,1510.28011801,1130
15344,1988,1591.15993319,1130
19367,1989,1587.69647362,1130
23392,1990,1522.42941943,1130
27520,1991,1544.8684595,1130
31675,1992,1643.04318509,1130
35655,1993,1705.67648905,1130
39703,1994,1783.32195563,1130
43801,1995,1659.74682053,1130
47889,1996,1740.00209251,1130
52087,1997,1819.59057016,1130
56207,1998,1731.46869569,1130
60402,1999,1592.69162596,1130
64898,2000,1601.93386436,1130
69466,2001,1844.33507752,1130
73964,2002,1817.10851699,1130
78629,2003,1816.65771114,1130
83197,2004,1855.3863805,1130
87847,2005,1898.39553866,1130
92662,2006,1940.7244538,1130
97699,2007,1859.4842689,1130
102814,2008,1753.55419931,1130
108069,2009,1790.13511081,1130
113317,2010,1756.1047769,1130
118571,2011,1799.85986143,1130
123802,2012,1571.97864122,1130
129149,2013,1651.33631338,1130
134410,2014,1605.77771981,1130
139775,2015,1661.12430658,1130
145113,2016,1538.50234388,1130
150513,2017,1533.045437,1130
3620,1985,1522.26381837,1131
7472,1986,1603.21617254,1131
11416,1987,1590.67952822,1131
15317,1988,1639.65741689,1131
19412,1989,1638.15973793,1131
23377,1990,1580.74638171,1131
27491,1991,1390.96790333,1131
31522,1992,1286.91642318,1131
35477,1993,1205.88513433,1131
39525,1994,1245.93694065,1131
43574,1995,1355.24374892,1131
47869,1996,1453.62979783,1131
52053,1997,1574.28899812,1131
56260,1998,1547.15770667,1131
60217,1999,1388.55020843,1131
64769,2000,1297.78844741,1131
69242,2001,1362.07638057,1131
74025,2002,1446.23780702,1131
78659,2003,1492.2067398,1131
83030,2004,1556.29602854,1131
87662,2005,1536.77521502,1131
92472,2006,1428.07250444,1131
97518,2007,1385.30847456,1131
102683,2008,1364.15226626,1131
107909,2009,1406.99378249,1131
113378,2010,1472.48502993,1131
118606,2011,1492.54301711,1131
123610,2012,1461.39186328,1131
128562,2013,1464.7148325,1131
134400,2014,1521.38603204,1131
139533,2015,1409.57183466,1131
144869,2016,1404.45340769,1131
150468,2017,1409.92569556,1131
3477,1985,1457.94112125,1132
7281,1986,1355.68290599,1132
11361,1987,1418.55027617,1132
15264,1988,1433.43276925,1132
19335,1989,1412.51714792,1132
23415,1990,1553.88036635,1132
27566,1991,1596.06352402,1132
31696,1992,1564.96034737,1132
35615,1993,1512.6089323,1132
39651,1994,1570.48345934,1132
43721,1995,1552.89091687,1132
47835,1996,1539.60068151,1132
52057,1997,1660.52029375,1132
55918,1998,1516.15069166,1132
60378,1999,1599.65701165,1132
64857,2000,1651.1030852,1132
69394,2001,1603.87322238,1132
74033,2002,1689.91880423,1132
78560,2003,1540.7661552,1132
83149,2004,1508.95127682,1132
87817,2005,1529.99966693,1132
92515,2006,1408.63611079,1132
97580,2007,1388.7025037,1132
102748,2008,1404.41597518,1132
108061,2009,1511.1344295,1132
113215,2010,1479.184619,1132
118562,2011,1453.54523427,1132
123713,2012,1530.90801701,1132
129038,2013,1474.71301663,1132
134382,2014,1433.30308909,1132
139761,2015,1538.54693659,1132
145216,2016,1436.75175192,1132
150493,2017,1406.53927744,1132
3628,1985,1545.96508653,1133
7444,1986,1696.45902053,1133
11069,1987,1676.45057765,1133
15241,1988,1778.21940975,1133
19252,1989,1643.30871117,1133
23284,1990,1520.56956413,1133
27325,1991,1462.82099819,1133
31367,1992,1360.85248991,1133
35517,1993,1460.4890562,1133
39616,1994,1554.32632564,1133
43708,1995,1630.08405221,1133
47829,1996,1705.8121852,1133
51954,1997,1694.97042424,1133
56126,1998,1641.84088373,1133
60345,1999,1625.16181813,1133
64754,2000,1623.22474879,1133
69338,2001,1627.09204494,1133
73824,2002,1501.3670479,1133
78478,2003,1510.02838662,1133
82927,2004,1506.52538728,1133
87603,2005,1513.60683307,1133
92498,2006,1681.53381347,1133
97482,2007,1721.37749818,1133
102560,2008,1702.31949704,1133
107871,2009,1674.89023855,1133
113131,2010,1669.26130239,1133
118316,2011,1601.98582882,1133
123519,2012,1451.5420947,1133
128837,2013,1502.17799011,1133
134176,2014,1486.3100882,1133
139587,2015,1414.73031745,1133
144893,2016,1311.95211684,1133
150344,2017,1408.3430464,1133
3371,1985,1473.27442253,1134
7357,1986,1326.35818804,1134
11408,1987,1291.51732676,1134
